"longitude,latitude",longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,num_ocean_proximity,ocean_proximity
-116.53 ; 33.84,-116.53,33.84,28.0,8399.0,1839.0,3470.0,1340.0,2.5885,159000.0,1.0,INLAND
-116.53 ; 33.85,-116.53,33.85,16.0,10077.0,2186.0,3048.0,1337.0,2.9647,110900.0,1.0,INLAND
-116.53 ; 33.88,-116.53,33.88,5.0,4423.0,763.0,1906.0,667.0,4.6855,125200.0,1.0,INLAND
-116.53 ; 33.95,-116.53,33.95,18.0,2990.0,648.0,1280.0,532.0,2.625,68200.0,1.0,INLAND
-116.54 ; 33.79,-116.54,33.79,18.0,9374.0,1780.0,1678.0,919.0,3.9737,235600.0,1.0,INLAND
-116.54 ; 33.81,-116.54,33.81,27.5,6450.5,1465.5,2174.5,1087.0,2.63345,161750.0,1.0,INLAND
-116.54 ; 33.82,-116.54,33.82,12.0,9482.0,2501.0,2725.0,1300.0,1.5595,115600.0,1.0,INLAND
-116.54 ; 33.87,-116.54,33.87,16.0,3648.0,1035.0,1687.0,581.0,1.9167,70400.0,1.0,INLAND
-116.55 ; 33.84,-116.55,33.84,28.0,2992.0,562.0,676.0,346.0,5.7613,500001.0,1.0,INLAND
-116.56 ; 33.05,-116.56,33.05,15.0,1985.0,361.0,536.0,209.0,4.125,148200.0,1.0,INLAND
-116.56 ; 33.83,-116.56,33.83,36.0,1765.0,399.0,451.0,264.0,2.6083,321900.0,1.0,INLAND
-116.56 ; 34.06,-116.56,34.06,15.0,6928.0,1529.0,2568.0,1075.0,2.5405,69600.0,1.0,INLAND
-116.57 ; 33.64,-116.57,33.64,10.0,489.0,82.0,183.0,74.0,6.2702,345500.0,1.0,INLAND
-116.57 ; 33.76,-116.57,33.76,25.0,2616.0,547.0,581.0,343.0,3.1364,301600.0,1.0,INLAND
-116.57 ; 33.84,-116.57,33.84,18.0,7962.0,1652.0,2009.0,921.0,3.3897,230200.0,1.0,INLAND
-116.57 ; 33.94,-116.57,33.94,29.0,551.0,166.0,224.0,107.0,1.1917,50000.0,1.0,INLAND
-116.57 ; 34.0,-116.57,34.0,20.0,260.0,67.0,69.0,50.0,3.5208,76600.0,1.0,INLAND
-116.57 ; 35.43,-116.57,35.43,8.0,9975.0,1743.0,6835.0,1439.0,2.7138,22500.0,1.0,INLAND
-116.58 ; 32.69,-116.58,32.69,19.0,4085.0,876.0,2133.0,718.0,2.919,116500.0,1.0,INLAND
-116.58 ; 33.09,-116.58,33.09,36.0,992.0,224.0,334.0,126.0,3.0089,134400.0,1.0,INLAND
-116.6 ; 33.06,-116.6,33.06,23.0,1731.0,365.0,612.0,258.0,2.7813,172900.0,1.0,INLAND
-116.61 ; 33.04,-116.61,33.04,11.0,2522.0,538.0,616.0,269.0,3.875,198100.0,1.0,INLAND
-116.61 ; 33.93,-116.61,33.93,35.0,321.0,71.0,157.0,61.0,2.8056,68100.0,1.0,INLAND
-116.62 ; 32.86,-116.62,32.86,18.0,4115.0,847.0,2032.0,745.0,4.0159,169100.0,0.0,<1H OCEAN
-116.62 ; 34.23,-116.62,34.23,14.0,6438.0,1719.0,1586.0,691.0,1.6136,67400.0,1.0,INLAND
-116.63 ; 33.89,-116.63,33.89,22.0,1540.0,364.0,610.0,268.0,1.5227,71000.0,1.0,INLAND
-116.66 ; 32.79,-116.66,32.79,13.0,843.0,435.0,918.0,152.0,6.2152,240600.0,0.0,<1H OCEAN
-116.67 ; 32.97,-116.67,32.97,16.0,349.0,74.0,120.0,43.0,5.359,193800.0,0.0,<1H OCEAN
-116.68 ; 33.16,-116.68,33.16,26.0,1820.0,374.0,1001.0,324.0,2.1797,156300.0,1.0,INLAND
-116.68 ; 33.71,-116.68,33.71,21.0,3460.0,711.0,658.0,255.0,3.5882,161100.0,1.0,INLAND
-116.69 ; 33.5,-116.69,33.5,13.0,1187.0,255.0,442.0,179.0,1.9107,155700.0,1.0,INLAND
-116.71 ; 33.75,-116.71,33.75,25.0,10665.0,2161.0,1874.0,852.0,3.0625,150500.0,1.0,INLAND
-116.71 ; 33.94,-116.71,33.94,12.0,549.0,109.0,209.0,90.0,3.0208,66300.0,1.0,INLAND
-116.72 ; 33.56,-116.72,33.56,13.0,3166.0,682.0,1250.0,475.0,2.355,122900.0,1.0,INLAND
-116.73 ; 34.52,-116.73,34.52,16.0,1247.0,315.0,433.0,159.0,1.0568,75000.0,1.0,INLAND
-116.74 ; 33.33,-116.74,33.33,17.0,4190.0,946.0,1802.0,673.0,2.4744,158200.0,1.0,INLAND
-116.74 ; 33.62,-116.74,33.62,11.0,2385.0,661.0,682.0,242.0,2.9141,214300.0,1.0,INLAND
-116.75 ; 32.82,-116.75,32.82,17.0,3348.0,481.0,1222.0,443.0,6.6361,308600.0,0.0,<1H OCEAN
-116.75 ; 32.85,-116.75,32.85,17.0,4863.0,845.0,2266.0,769.0,4.2321,217400.0,0.0,<1H OCEAN
-116.76 ; 32.74,-116.76,32.74,14.0,4085.0,751.0,2129.0,688.0,4.7367,214500.0,0.0,<1H OCEAN
-116.76 ; 32.84,-116.76,32.84,16.0,3311.0,702.0,1627.0,624.0,3.1196,187200.0,0.0,<1H OCEAN
-116.76 ; 33.46,-116.76,33.46,6.0,1251.0,268.0,544.0,216.0,3.0694,173400.0,1.0,INLAND
-116.76 ; 34.14,-116.76,34.14,4.0,42.0,10.0,9.0,3.0,0.536,42500.0,1.0,INLAND
-116.76 ; 34.23,-116.76,34.23,10.0,4374.0,989.0,1020.0,376.0,2.6071,89000.0,1.0,INLAND
-116.77 ; 32.82,-116.77,32.82,16.0,3688.0,817.0,1969.0,767.0,2.875,222900.0,0.0,<1H OCEAN
-116.77 ; 33.92,-116.77,33.92,19.0,2307.0,525.0,1266.0,437.0,1.6875,63000.0,1.0,INLAND
-116.78 ; 33.0,-116.78,33.0,7.0,12480.0,1946.0,5102.0,1697.0,5.5102,221000.0,0.0,<1H OCEAN
-116.79 ; 32.61,-116.79,32.61,19.0,2652.0,520.0,1421.0,491.0,3.5227,206100.0,0.0,<1H OCEAN
-116.79 ; 32.84,-116.79,32.84,12.0,4281.0,786.0,1891.0,721.0,3.5769,231800.0,0.0,<1H OCEAN
-116.79 ; 33.99,-116.79,33.99,16.0,319.0,68.0,212.0,67.0,1.4688,90000.0,1.0,INLAND
-116.8 ; 32.8,-116.8,32.8,11.0,3874.0,565.0,1672.0,546.0,6.1481,274600.0,0.0,<1H OCEAN
-116.8 ; 33.52,-116.8,33.52,3.0,830.0,145.0,272.0,104.0,3.8281,163500.0,1.0,INLAND
-116.8 ; 33.8,-116.8,33.8,35.0,324.0,63.0,158.0,39.0,3.4167,100000.0,1.0,INLAND
-116.81 ; 33.9,-116.81,33.9,17.0,2009.0,469.0,820.0,381.0,1.3286,81800.0,1.0,INLAND
-116.83 ; 32.83,-116.83,32.83,6.0,3123.0,495.0,1513.0,480.0,5.4288,167800.0,0.0,<1H OCEAN
-116.83 ; 34.25,-116.83,34.25,15.0,8948.0,1985.0,1316.0,514.0,2.7375,90800.0,1.0,INLAND
-116.84 ; 32.86,-116.84,32.86,16.0,2502.0,532.0,1211.0,494.0,3.2516,202100.0,0.0,<1H OCEAN
-116.84 ; 32.92,-116.84,32.92,20.0,1066.0,219.0,536.0,173.0,3.1607,119300.0,0.0,<1H OCEAN
-116.84 ; 33.01,-116.84,33.01,5.0,5673.0,855.0,2592.0,797.0,5.4155,199200.0,0.0,<1H OCEAN
-116.85 ; 32.83,-116.85,32.83,17.0,4234.0,770.0,2191.0,725.0,3.6445,197600.0,0.0,<1H OCEAN
-116.85 ; 34.26,-116.85,34.26,18.5,6191.5,1427.5,1512.5,546.0,2.5201000000000002,91500.0,1.0,INLAND
-116.85 ; 34.98,-116.85,34.98,26.0,3606.0,792.0,1683.0,608.0,2.6587,57400.0,1.0,INLAND
-116.86 ; 32.8,-116.86,32.8,19.0,1747.0,291.0,848.0,290.0,4.875,187200.0,0.0,<1H OCEAN
-116.86 ; 32.87,-116.86,32.87,17.0,5799.0,921.0,2630.0,843.0,5.0524,285400.0,0.0,<1H OCEAN
-116.86 ; 33.02,-116.86,33.02,17.0,401.0,68.0,251.0,69.0,4.6518,170200.0,0.0,<1H OCEAN
-116.86 ; 33.05,-116.86,33.05,17.0,9044.0,1689.0,5030.0,1596.0,3.6348,164500.0,0.0,<1H OCEAN
-116.86 ; 33.73,-116.86,33.73,13.0,2604.0,443.0,978.0,417.0,2.933,170700.0,1.0,INLAND
-116.86 ; 33.97,-116.86,33.97,11.0,658.0,131.0,376.0,120.0,2.3977,58000.0,1.0,INLAND
-116.86 ; 34.23,-116.86,34.23,13.0,4760.0,938.0,309.0,132.0,5.4618,147800.0,1.0,INLAND
-116.86 ; 34.24,-116.86,34.24,19.0,5411.0,1042.0,441.0,185.0,3.1324,132000.0,1.0,INLAND
-116.86 ; 34.31,-116.86,34.31,19.0,1649.0,328.0,382.0,151.0,4.0556,133000.0,1.0,INLAND
-116.87 ; 32.72,-116.87,32.72,13.0,3268.0,491.0,1431.0,503.0,5.7652,259900.0,0.0,<1H OCEAN
-116.87 ; 32.75,-116.87,32.75,15.0,2053.0,321.0,993.0,309.0,5.5164,248900.0,0.0,<1H OCEAN
-116.87 ; 33.57,-116.87,33.57,12.0,1153.0,265.0,446.0,195.0,3.038,128100.0,1.0,INLAND
-116.87 ; 33.76,-116.87,33.76,5.0,4116.0,761.0,1714.0,717.0,2.5612,130800.0,1.0,INLAND
-116.87 ; 33.91,-116.87,33.91,37.0,1858.0,361.0,1632.0,310.0,2.7536,73100.0,1.0,INLAND
-116.87 ; 33.93,-116.87,33.93,32.0,3141.0,812.0,2589.0,721.0,1.4556,54600.0,1.0,INLAND
-116.87 ; 33.94,-116.87,33.94,35.0,4448.0,906.0,2736.0,843.0,2.218,73400.0,1.0,INLAND
-116.87 ; 34.24,-116.87,34.24,15.0,4419.0,822.0,622.0,267.0,3.9688,182800.0,1.0,INLAND
-116.88 ; 32.81,-116.88,32.81,35.0,2926.0,562.0,1590.0,506.0,4.2014,143200.0,0.0,<1H OCEAN
-116.88 ; 32.86,-116.88,32.86,9.0,3049.0,471.0,1527.0,515.0,5.0733,196600.0,0.0,<1H OCEAN
-116.88 ; 33.05,-116.88,33.05,11.0,7217.0,1583.0,4197.0,1502.0,2.8827,166700.0,0.0,<1H OCEAN
-116.88 ; 33.74,-116.88,33.74,20.0,3111.0,623.0,1000.0,508.0,1.5982,140000.0,1.0,INLAND
-116.88 ; 34.08,-116.88,34.08,52.0,3419.0,777.0,710.0,265.0,3.9028,128600.0,1.0,INLAND
-116.88 ; 34.25,-116.88,34.25,11.0,1089.0,198.0,230.0,90.0,4.9643,176000.0,1.0,INLAND
-116.89 ; 32.67,-116.89,32.67,9.0,2652.0,393.0,1355.0,362.0,6.2578,293100.0,0.0,<1H OCEAN
-116.89 ; 32.85,-116.89,32.85,16.0,1743.0,333.0,652.0,322.0,2.8906,158300.0,0.0,<1H OCEAN
-116.89 ; 32.99,-116.89,32.99,14.0,2816.0,501.0,1448.0,452.0,5.0278,210900.0,0.0,<1H OCEAN
-116.89 ; 33.48,-116.89,33.48,14.0,1016.0,219.0,443.0,169.0,2.8071,137500.0,1.0,INLAND
-116.89 ; 33.73,-116.89,33.73,15.0,2094.0,316.0,937.0,277.0,5.3623,201300.0,1.0,INLAND
-116.89 ; 33.75,-116.89,33.75,23.0,2719.0,538.0,930.0,485.0,2.0154,81700.0,1.0,INLAND
-116.89 ; 33.79,-116.89,33.79,12.0,701.0,130.0,434.0,110.0,2.0577,56700.0,1.0,INLAND
-116.89 ; 33.86,-116.89,33.86,2.0,6900.0,1238.0,1950.0,980.0,3.0417,146300.0,1.0,INLAND
-116.89 ; 33.92,-116.89,33.92,10.0,2653.0,621.0,1967.0,598.0,2.6643,81000.0,1.0,INLAND
-116.89 ; 33.93,-116.89,33.93,29.0,4549.0,916.0,2494.0,912.0,2.0976,72600.0,1.0,INLAND
-116.89 ; 34.27,-116.89,34.27,13.0,3661.0,770.0,567.0,228.0,4.4063,152600.0,1.0,INLAND
-116.9 ; 32.77,-116.9,32.77,8.0,3600.0,492.0,1421.0,482.0,6.2609,307100.0,0.0,<1H OCEAN
-116.9 ; 32.79,-116.9,32.79,21.0,3770.0,491.0,1410.0,446.0,6.7685,294700.0,0.0,<1H OCEAN
-116.9 ; 32.84,-116.9,32.84,18.0,3913.5,773.5,1984.0,743.0,3.3971,150350.0,0.0,<1H OCEAN
-116.9 ; 32.9,-116.9,32.9,19.0,3090.0,552.0,1621.0,520.0,4.0806,189200.0,0.0,<1H OCEAN
-116.9 ; 33.03,-116.9,33.03,11.0,3213.0,634.0,1975.0,579.0,3.475,167200.0,0.0,<1H OCEAN
-116.9 ; 33.65,-116.9,33.65,15.0,652.0,149.0,248.0,97.0,2.1071,93800.0,1.0,INLAND
-116.9 ; 33.93,-116.9,33.93,34.0,3183.0,738.0,1820.0,647.0,2.2321,71800.0,1.0,INLAND
-116.9 ; 33.98,-116.9,33.98,30.0,3915.0,672.0,1820.0,643.0,3.6339,98600.0,1.0,INLAND
-116.9 ; 34.25,-116.9,34.25,16.0,3018.0,523.0,556.0,244.0,3.5288,189700.0,1.0,INLAND
-116.9 ; 34.52,-116.9,34.52,20.0,3481.0,840.0,1694.0,587.0,1.4,77700.0,1.0,INLAND
-116.9 ; 34.69,-116.9,34.69,10.0,337.0,102.0,108.0,50.0,0.4999,55000.0,1.0,INLAND
-116.91 ; 32.73,-116.91,32.73,8.0,4630.0,624.0,2048.0,575.0,6.4745,300300.0,0.0,<1H OCEAN
-116.91 ; 32.75,-116.91,32.75,5.0,8710.0,1614.0,4372.0,1527.0,4.7813,240900.0,0.0,<1H OCEAN
-116.91 ; 32.78,-116.91,32.78,15.0,4058.0,511.0,1580.0,473.0,7.5,316400.0,0.0,<1H OCEAN
-116.91 ; 32.8,-116.91,32.8,32.0,1943.0,287.0,1081.0,292.0,5.6846,208800.0,0.0,<1H OCEAN
-116.91 ; 32.81,-116.91,32.81,22.0,4331.0,637.0,1952.0,654.0,5.4834,232000.0,0.0,<1H OCEAN
-116.91 ; 32.83,-116.91,32.83,16.0,5203.0,435.0,2515.0,862.0,4.105,174400.0,0.0,<1H OCEAN
-116.91 ; 32.86,-116.91,32.86,12.5,3426.0,733.0,1971.5,643.0,3.11315,135250.0,0.0,<1H OCEAN
-116.91 ; 33.71,-116.91,33.71,19.0,6807.0,1164.0,2703.0,1055.0,3.1591,189700.0,1.0,INLAND
-116.91 ; 33.75,-116.91,33.75,13.0,10886.0,2127.0,4266.0,1955.0,2.3169,123400.0,1.0,INLAND
-116.91 ; 34.0,-116.91,34.0,18.0,553.0,100.0,215.0,82.0,5.5,193800.0,1.0,INLAND
-116.92 ; 32.76,-116.92,32.76,8.0,1759.0,272.0,904.5,273.0,5.59715,215350.0,0.0,<1H OCEAN
-116.92 ; 32.77,-116.92,32.77,16.0,2770.0,406.0,1269.0,429.0,6.6783,275000.0,0.0,<1H OCEAN
-116.92 ; 32.78,-116.92,32.78,21.0,4192.0,752.0,2101.0,710.0,4.4306,159100.0,0.0,<1H OCEAN
-116.92 ; 32.79,-116.92,32.79,24.0,4055.0,742.0,2123.0,744.0,4.5224,142000.0,0.0,<1H OCEAN
-116.92 ; 32.8,-116.92,32.8,33.0,1518.0,268.0,857.0,272.0,3.5586,160400.0,0.0,<1H OCEAN
-116.92 ; 32.81,-116.92,32.81,20.0,1990.0,461.0,1173.0,430.5,2.51775,135700.0,0.0,<1H OCEAN
-116.92 ; 32.82,-116.92,32.82,16.5,2638.0,481.0,1368.0,452.0,3.4461500000000003,170150.0,0.0,<1H OCEAN
-116.92 ; 32.84,-116.92,32.84,16.0,4675.0,834.0,2188.0,817.0,4.6674,178000.0,0.0,<1H OCEAN
-116.92 ; 33.63,-116.92,33.63,18.0,397.0,89.0,239.0,80.0,2.8125,143800.0,1.0,INLAND
-116.93 ; 32.79,-116.93,32.79,19.0,3354.0,435.0,1948.0,682.0,3.0192,142300.0,0.0,<1H OCEAN
-116.93 ; 32.8,-116.93,32.8,19.0,1867.0,538.0,1219.0,468.0,2.0685,130000.0,0.0,<1H OCEAN
-116.93 ; 32.81,-116.93,32.81,18.0,2447.0,466.0,1573.0,472.0,2.6429,125400.0,0.0,<1H OCEAN
-116.93 ; 32.82,-116.93,32.82,26.0,4129.0,714.0,1820.0,718.0,4.2586,171000.0,0.0,<1H OCEAN
-116.93 ; 32.83,-116.93,32.83,20.0,2160.5,403.5,1073.5,399.0,3.13215,168000.0,0.0,<1H OCEAN
-116.93 ; 32.85,-116.93,32.85,10.0,3694.5,942.5,2321.0,873.5,2.8265000000000002,134500.0,0.0,<1H OCEAN
-116.93 ; 33.06,-116.93,33.06,16.0,3490.0,545.0,1628.0,535.0,4.8836,239900.0,0.0,<1H OCEAN
-116.93 ; 33.73,-116.93,33.73,13.0,3603.0,573.0,1644.0,515.0,4.0433,132300.0,1.0,INLAND
-116.93 ; 33.74,-116.93,33.74,15.0,3757.0,666.0,1693.0,654.0,3.6806,112800.0,1.0,INLAND
-116.93 ; 33.75,-116.93,33.75,14.0,6027.0,1148.0,3136.0,1036.0,2.964,121500.0,1.0,INLAND
-116.94 ; 32.75,-116.94,32.75,4.0,14934.0,2479.0,6945.0,2418.0,5.1221,229700.0,0.0,<1H OCEAN
-116.94 ; 32.8,-116.94,32.8,24.5,5474.0,1510.5,3416.0,1410.0,2.1539,123650.0,0.0,<1H OCEAN
-116.94 ; 32.81,-116.94,32.81,15.0,3391.5,821.0,2226.0,799.0,2.47675,139350.0,0.0,<1H OCEAN
-116.94 ; 32.83,-116.94,32.83,38.0,1701.0,317.0,872.0,304.0,3.7831,147800.0,0.0,<1H OCEAN
-116.94 ; 32.84,-116.94,32.84,32.0,1607.0,253.0,778.0,262.0,4.5278,166300.0,0.0,<1H OCEAN
-116.94 ; 32.85,-116.94,32.85,31.0,1293.0,232.0,599.0,228.0,4.7578,161000.0,0.0,<1H OCEAN
-116.94 ; 33.73,-116.94,33.73,17.0,5160.0,851.0,2344.0,781.0,3.7175,120000.0,1.0,INLAND
-116.94 ; 33.74,-116.94,33.74,19.0,2901.0,445.0,1414.0,475.0,4.6406,118900.0,1.0,INLAND
-116.94 ; 33.77,-116.94,33.77,14.0,7240.0,1410.0,2708.0,1240.0,2.4145,137600.0,1.0,INLAND
-116.94 ; 34.24,-116.94,34.24,27.0,12342.0,2630.0,1300.0,566.0,1.998,153500.0,1.0,INLAND
-116.94 ; 34.4,-116.94,34.4,20.0,6541.0,1401.0,2631.0,980.0,2.1339,78500.0,1.0,INLAND
-116.95 ; 32.73,-116.95,32.73,17.0,1635.0,272.0,960.0,279.0,5.2671,157100.0,0.0,<1H OCEAN
-116.95 ; 32.74,-116.95,32.74,7.0,2722.0,578.0,1429.0,574.0,3.9583,141700.0,0.0,<1H OCEAN
-116.95 ; 32.76,-116.95,32.76,13.0,5543.0,857.0,2074.0,737.0,4.9528,266200.0,0.0,<1H OCEAN
-116.95 ; 32.78,-116.95,32.78,26.5,2928.5,445.5,1318.0,435.0,4.822900000000001,217250.0,0.0,<1H OCEAN
-116.95 ; 32.79,-116.95,32.79,19.0,11391.0,3093.0,7178.0,2905.0,2.0326,123200.0,0.0,<1H OCEAN
-116.95 ; 32.82,-116.95,32.82,15.5,5421.5,1246.0,2982.0,1177.0,2.7555,122000.0,0.0,<1H OCEAN
-116.95 ; 32.83,-116.95,32.83,14.0,12517.0,2506.0,6389.0,2333.0,3.3081,168700.0,0.0,<1H OCEAN
-116.95 ; 32.96,-116.95,32.96,18.0,2087.0,353.0,992.0,329.0,4.5,222600.0,0.0,<1H OCEAN
-116.95 ; 33.31,-116.95,33.31,16.0,2921.0,639.0,1838.0,540.0,2.2393,117000.0,0.0,<1H OCEAN
-116.95 ; 33.73,-116.95,33.73,21.0,4587.0,810.0,2233.0,765.0,3.2371,94500.0,1.0,INLAND
-116.95 ; 33.74,-116.95,33.74,19.0,2114.5,418.0,1147.0,399.5,2.58185,90300.0,1.0,INLAND
-116.95 ; 33.75,-116.95,33.75,21.0,3457.0,834.5,1980.0,782.0,1.92805,97650.0,1.0,INLAND
-116.95 ; 33.76,-116.95,33.76,10.0,6890.0,1702.0,3141.0,1451.0,1.7079,95900.0,1.0,INLAND
-116.95 ; 33.79,-116.95,33.79,20.0,2399.0,546.0,1726.0,542.0,1.8845,77700.0,1.0,INLAND
-116.95 ; 33.86,-116.95,33.86,1.0,6.0,2.0,8.0,2.0,1.625,55000.0,1.0,INLAND
-116.95 ; 33.97,-116.95,33.97,14.0,5320.0,974.0,1947.0,843.0,3.1393,116300.0,1.0,INLAND
-116.96 ; 32.71,-116.96,32.71,18.0,2413.0,533.0,1129.0,551.0,2.4567,155000.0,0.0,<1H OCEAN
-116.96 ; 32.78,-116.96,32.78,26.0,2807.0,630.0,1785.0,580.0,2.1638,132800.0,0.0,<1H OCEAN
-116.96 ; 32.79,-116.96,32.79,18.0,4122.0,1009.0,2824.5,961.0,2.4654,131300.0,0.0,<1H OCEAN
-116.96 ; 32.8,-116.96,32.8,21.0,3602.0,935.5,2189.5,866.25,2.1497,120875.0,0.0,<1H OCEAN
-116.96 ; 32.85,-116.96,32.85,11.0,9724.0,1796.0,5247.0,1777.0,4.1716,166100.0,0.0,<1H OCEAN
-116.96 ; 32.86,-116.96,32.86,14.0,3064.0,496.0,1681.0,503.0,4.4347,160300.0,0.0,<1H OCEAN
-116.96 ; 32.87,-116.96,32.87,17.0,4713.0,740.0,2531.0,723.0,4.8286,158500.0,0.0,<1H OCEAN
-116.96 ; 33.52,-116.96,33.52,9.0,2802.0,471.0,1155.0,421.0,4.125,392100.0,1.0,INLAND
-116.96 ; 33.62,-116.96,33.62,8.0,1003.0,167.0,388.0,140.0,4.2917,221900.0,1.0,INLAND
-116.96 ; 33.73,-116.96,33.73,20.0,4735.0,973.0,2306.0,904.0,3.069,87000.0,1.0,INLAND
-116.96 ; 33.75,-116.96,33.75,35.0,3269.0,757.0,2328.0,705.0,2.5898,76300.0,1.0,INLAND
-116.96 ; 33.79,-116.96,33.79,21.0,2990.0,691.0,2108.0,660.0,2.0135,83000.0,1.0,INLAND
-116.96 ; 33.94,-116.96,33.94,22.0,1999.0,497.0,1304.0,479.0,1.4063,81900.0,1.0,INLAND
-116.96 ; 34.83,-116.96,34.83,30.0,1211.0,289.0,611.0,230.0,1.6667,44700.0,1.0,INLAND
-116.96 ; 34.94,-116.96,34.94,20.0,2355.0,467.0,1198.0,428.0,3.9934,88500.0,1.0,INLAND
-116.97 ; 32.56,-116.97,32.56,23.0,1262.0,294.0,5176.0,275.0,2.5625,153300.0,2.0,NEAR OCEAN
-116.97 ; 32.65,-116.97,32.65,4.0,16450.0,2833.0,7985.0,2683.0,5.6631,233400.0,2.0,NEAR OCEAN
-116.97 ; 32.74,-116.97,32.74,14.0,7410.0,1344.0,3597.0,1274.0,4.2192,176100.0,0.0,<1H OCEAN
-116.97 ; 32.75,-116.97,32.75,28.0,3519.0,583.0,1720.0,590.0,4.7973,186900.0,0.0,<1H OCEAN
-116.97 ; 32.76,-116.97,32.76,26.0,2460.0,313.0,838.0,299.0,5.9878,270700.0,0.0,<1H OCEAN
-116.97 ; 32.78,-116.96999999999998,32.78,32.666666666666664,3756.6666666666665,629.0,1764.3333333333333,637.0,3.824866666666667,167300.0,0.0,<1H OCEAN
-116.97 ; 32.79,-116.97,32.79,25.5,2681.5,719.5,1876.5,654.0,2.3264,113050.0,0.0,<1H OCEAN
-116.97 ; 32.8,-116.97,32.8,15.0,3927.0,1018.0,2204.0,977.0,2.4367,111400.0,0.0,<1H OCEAN
-116.97 ; 32.81,-116.97,32.81,19.0,1573.0,471.0,844.0,414.0,2.1422,125000.0,0.0,<1H OCEAN
-116.97 ; 32.83,-116.97,32.83,20.0,3404.0,717.0,1642.0,706.0,2.7973999999999997,114900.0,0.0,<1H OCEAN
-116.97 ; 33.13,-116.97,33.13,10.0,5149.0,851.0,2177.0,783.0,6.7957,287500.0,0.0,<1H OCEAN
-116.97 ; 33.74,-116.97,33.74,31.0,2712.0,628.0,1519.0,629.0,1.942,86200.0,1.0,INLAND
-116.97 ; 33.75,-116.97,33.75,22.0,3740.0,965.0,2011.0,824.0,1.3039,77500.0,1.0,INLAND
-116.97 ; 33.78,-116.97,33.78,24.0,2680.0,606.0,1728.0,527.0,2.535,74800.0,1.0,INLAND
-116.97 ; 33.93,-116.97,33.93,29.0,2793.0,722.0,1583.0,626.0,1.424,73200.0,1.0,INLAND
-116.97 ; 33.94,-116.97,33.94,29.0,3197.0,632.0,1722.0,603.0,3.0432,91200.0,1.0,INLAND
-116.97 ; 33.96,-116.97,33.96,12.0,5876.0,1222.0,2992.0,1151.0,2.4322,112100.0,1.0,INLAND
-116.98 ; 32.62,-116.98,32.62,6.0,7995.0,1458.0,4771.0,1376.0,4.7068,184300.0,2.0,NEAR OCEAN
-116.98 ; 32.68,-116.98,32.68,22.0,2346.0,380.0,1217.0,382.0,5.5248,156300.0,2.0,NEAR OCEAN
-116.98 ; 32.71,-116.98,32.71,18.0,2355.0,444.0,1277.0,433.0,3.4551,121400.0,0.0,<1H OCEAN
-116.98 ; 32.74,-116.98,32.74,16.5,3652.0,690.0,1874.5,672.0,3.9021,160300.0,0.0,<1H OCEAN
-116.98 ; 32.75,-116.98,32.75,21.5,2828.0,515.5,1353.5,488.5,3.6818,192400.0,0.0,<1H OCEAN
-116.98 ; 32.77,-116.98,32.77,29.0,3558.0,447.0,1097.0,445.0,8.093,379600.0,0.0,<1H OCEAN
-116.98 ; 32.79,-116.98,32.79,32.0,3756.0,662.0,1611.0,598.0,3.8667,189700.0,0.0,<1H OCEAN
-116.98 ; 32.8,-116.98,32.8,28.0,5721.0,1029.0,2672.0,1054.0,3.963,164400.0,0.0,<1H OCEAN
-116.98 ; 32.85,-116.98,32.85,12.0,3570.0,713.0,3321.0,666.0,4.0882,134500.0,0.0,<1H OCEAN
-116.98 ; 32.86,-116.98,32.86,17.5,4919.5,882.0,2809.5,873.5,4.4205000000000005,149800.0,0.0,<1H OCEAN
-116.98 ; 32.88,-116.98,32.88,12.0,7320.0,1279.0,4048.0,1249.0,4.3952,151700.0,0.0,<1H OCEAN
-116.98 ; 33.74,-116.98,33.74,25.0,4952.0,1062.0,1589.0,1024.0,1.8446,85700.0,1.0,INLAND
-116.98 ; 33.77,-116.98,33.77,12.0,5829.0,1309.0,2711.0,1118.0,1.9707,107900.0,1.0,INLAND
-116.98 ; 33.93,-116.98,33.93,36.5,1326.5,290.5,829.0,270.5,2.05265,70750.0,1.0,INLAND
-116.98 ; 33.94,-116.98,33.94,27.0,3459.0,640.0,1760.0,654.0,3.4545,89800.0,1.0,INLAND
-116.98 ; 34.07,-116.98,34.07,21.0,739.0,125.0,199.0,82.0,4.8958,117500.0,1.0,INLAND
-116.98 ; 34.13,-116.98,34.13,16.0,2098.0,449.0,342.0,143.0,4.0333,133900.0,1.0,INLAND
-116.99 ; 32.64,-116.99,32.64,15.0,4331.0,699.0,2046.0,627.0,3.9519,193500.0,2.0,NEAR OCEAN
-116.99 ; 32.7,-116.99,32.7,15.0,3660.0,622.0,2629.0,612.0,4.0444,150100.0,2.0,NEAR OCEAN
-116.99 ; 32.72,-116.99,32.72,13.0,968.5,147.0,387.5,152.5,4.4035,169500.0,0.0,<1H OCEAN
-116.99 ; 32.73,-116.99,32.73,30.0,1856.0,339.0,1103.0,379.0,4.0357,153800.0,0.0,<1H OCEAN
-116.99 ; 32.74,-116.99,32.74,17.0,3101.0,547.0,1410.0,486.0,3.1771,189900.0,0.0,<1H OCEAN
